arm,dataset,facility_id,horizon,level,method,PICP,MPIW,Winkler,picp_lo,picp_hi,n_test,dynamic,degenerate,cal_score_max,status
A3_v2_daychunk,birmingham,15,y_t+60min,0.9,NGBoost,0.3795620437956204,13.70568844680224,151.26179871761892,0.3106060606060606,0.4242424242424242,137,True,False,64.69230357142857,ok
A3_v2_daychunk,birmingham,15,y_t+60min,0.9,NGBoost-conformal,0.8175182481751825,41.07687494081654,78.30521377425444,0.7348484848484849,0.8939393939393939,137,True,False,64.69230357142857,ok
A3_v2_daychunk,birmingham,15,y_t+60min,0.9,ACI-crosscheck,0.8686131386861314,61.051188377721225,85.03253017967434,0.8106060606060606,0.9242424242424242,137,True,False,64.69230357142857,ok
A3_v2_daychunk,birmingham,16,y_t+60min,0.9,EnbPI,0.7121212121212122,39.688076797711055,102.9418824819684,0.6363636363636364,0.8181818181818182,132,True,False,147.28839772727272,ok
A3_v2_daychunk,birmingham,16,y_t+60min,0.9,AgACI-style,0.9015151515151516,61.574776538584,92.66044502167236,0.8409090909090909,0.9621212121212122,132,True,False,147.28839772727272,ok
A3_v2_daychunk,birmingham,16,y_t+60min,0.9,NGBoost,0.3257575757575757,14.074190607493428,210.04674735253568,0.25,0.4242424242424242,132,True,False,147.28839772727272,ok
A3_v2_daychunk,birmingham,16,y_t+60min,0.9,NGBoost-conformal,0.8863636363636364,62.80309539797365,101.3587588060714,0.8181818181818182,0.9545454545454546,132,True,False,147.28839772727272,ok
A3_v2_daychunk,birmingham,16,y_t+60min,0.9,ACI-crosscheck,0.9242424242424242,60.201168425324674,95.22407201479076,0.8636363636363636,0.9848484848484848,132,True,False,147.28839772727272,ok
A3_v2_daychunk,birmingham,17,y_t+60min,0.9,EnbPI,0.905982905982906,34.151258779875775,40.26259986847884,0.8596491228070176,0.956140350877193,117,True,False,36.43379861111112,ok
A3_v2_daychunk,birmingham,17,y_t+60min,0.9,AgACI-style,0.8974358974358975,32.921842721874256,41.73810399193401,0.8596491228070176,0.9385964912280702,117,True,False,36.43379861111112,ok
A3_v2_daychunk,birmingham,17,y_t+60min,0.9,NGBoost,0.4957264957264957,13.137082381800214,75.20568985143007,0.4122807017543859,0.5701754385964912,117,True,False,36.43379861111112,ok
A3_v2_daychunk,birmingham,17,y_t+60min,0.9,NGBoost-conformal,0.8803418803418803,32.21249472748201,42.5285005459827,0.8333333333333334,0.9298245614035088,117,True,False,36.43379861111112,ok
A3_v2_daychunk,birmingham,17,y_t+60min,0.9,ACI-crosscheck,0.8803418803418803,34.32616027336861,44.432969898928256,0.8245614035087719,0.9210526315789472,117,True,False,36.43379861111112,ok
A3_v2_daychunk,birmingham,18,y_t+60min,0.9,EnbPI,0.9481481481481482,53.40334408000533,63.14158177671091,0.9015151515151516,0.9848484848484848,135,True,False,63.313642857142895,ok
A3_v2_daychunk,birmingham,18,y_t+60min,0.9,AgACI-style,0.8888888888888888,47.537744251645385,63.81085725702828,0.8257575757575758,0.9393939393939394,135,True,False,63.313642857142895,ok
A3_v2_daychunk,birmingham,18,y_t+60min,0.9,NGBoost,0.5777777777777777,23.05270919535668,95.38067327767544,0.5,0.6439393939393939,135,True,False,63.313642857142895,ok
A3_v2_daychunk,birmingham,18,y_t+60min,0.9,NGBoost-conformal,0.9629629629629628,67.52561864563303,75.05136707598062,0.9318181818181818,0.9848484848484848,135,True,False,63.313642857142895,ok
A3_v2_daychunk,birmingham,18,y_t+60min,0.9,ACI-crosscheck,0.8962962962962963,47.38986407995299,65.27944551600665,0.8257575757575758,0.946969696969697,135,True,False,63.313642857142895,ok
A3_v2_daychunk,birmingham,19,y_t+60min,0.9,EnbPI,0.7481481481481481,318.41150469245207,514.5629838417555,0.6666666666666666,0.8333333333333334,135,True,False,314.7702172619047,ok
A3_v2_daychunk,birmingham,19,y_t+60min,0.9,AgACI-style,0.8962962962962963,431.8410486557846,497.02325475478426,0.8560606060606061,0.9393939393939394,135,True,False,314.7702172619047,ok
A3_v2_daychunk,birmingham,19,y_t+60min,0.9,NGBoost,0.2074074074074074,71.8233643084302,1375.687974134005,0.1590909090909091,0.2803030303030303,135,True,False,314.7702172619047,ok
A3_v2_daychunk,birmingham,19,y_t+60min,0.9,NGBoost-conformal,0.9111111111111112,412.7480032257161,473.5834739083169,0.8787878787878788,0.9545454545454546,135,True,False,314.7702172619047,ok
A3_v2_daychunk,birmingham,19,y_t+60min,0.9,ACI-crosscheck,0.9037037037037036,435.489080145369,495.3295942947999,0.8636363636363636,0.946969696969697,135,True,False,314.7702172619047,ok
A3_v2_daychunk,birmingham,20,y_t+60min,0.9,EnbPI,0.9878048780487804,90.93523757997733,92.73944338635108,0.9615384615384616,1.0,82,True,False,144.76035714285717,ok
A3_v2_daychunk,birmingham,20,y_t+60min,0.9,AgACI-style,0.9146341463414634,49.80690612149002,62.79389769518409,0.8589743589743589,0.9871794871794872,82,True,False,144.76035714285717,ok
A3_v2_daychunk,birmingham,20,y_t+60min,0.9,NGBoost,0.6097560975609756,22.569162466841306,83.7050779847161,0.5,0.7435897435897436,82,True,False,144.76035714285717,ok
A3_v2_daychunk,birmingham,20,y_t+60min,0.9,NGBoost-conformal,1.0,88.08338236996491,88.08338236996491,1.0,1.0,82,True,False,144.76035714285717,ok
A3_v2_daychunk,birmingham,20,y_t+60min,0.9,ACI-crosscheck,0.8658536585365854,43.72649928949776,60.49451032317955,0.7948717948717948,0.935897435897436,82,True,False,144.76035714285717,ok
A3_v2_daychunk,birmingham,22,y_t+60min,0.9,EnbPI,0.9390243902439024,65.14526130050507,71.66089640423239,0.9102564102564102,1.0,82,True,False,101.5212619047619,ok
A3_v2_daychunk,birmingham,22,y_t+60min,0.9,AgACI-style,0.926829268292683,50.30271972541114,60.53057506156806,0.8589743589743589,0.9871794871794872,82,True,False,101.5212619047619,ok
A3_v2_daychunk,birmingham,22,y_t+60min,0.9,NGBoost,0.7073170731707317,21.75861482634882,83.79014150158608,0.6025641025641025,0.8333333333333334,82,True,False,101.5212619047619,ok
A3_v2_daychunk,birmingham,22,y_t+60min,0.9,NGBoost-conformal,0.975609756097561,72.45316087149834,72.98783432330075,0.9615384615384616,1.0,82,True,False,101.5212619047619,ok
A3_v2_daychunk,birmingham,22,y_t+60min,0.9,ACI-crosscheck,0.8902439024390244,44.7813931475029,57.30063192024777,0.8205128205128205,0.9487179487179488,82,True,False,101.5212619047619,ok
A3_v2_daychunk,birmingham,23,y_t+60min,0.9,EnbPI,0.7777777777777778,151.35229685843004,245.9099320704287,0.7121212121212122,0.8484848484848485,135,True,False,223.6588333333334,ok
A3_v2_daychunk,birmingham,23,y_t+60min,0.9,AgACI-style,0.9185185185185184,191.60259744057151,232.57989858291927,0.8636363636363636,0.9696969696969696,135,True,False,223.6588333333334,ok
A3_v2_daychunk,birmingham,23,y_t+60min,0.9,NGBoost,0.2444444444444444,49.97106542757978,686.3482552684734,0.1742424242424242,0.3257575757575757,135,True,False,223.6588333333334,ok
A3_v2_daychunk,birmingham,23,y_t+60min,0.9,NGBoost-conformal,0.8296296296296296,166.64291488879755,250.54841992648952,0.7727272727272727,0.9015151515151516,135,True,False,223.6588333333334,ok
A3_v2_daychunk,birmingham,23,y_t+60min,0.9,ACI-crosscheck,0.8962962962962963,181.16558161642885,230.79374113489385,0.8409090909090909,0.946969696969697,135,True,False,223.6588333333334,ok
A3_v2_daychunk,birmingham,24,y_t+60min,0.9,EnbPI,0.9481481481481482,146.8204585044965,158.00048112040585,0.8939393939393939,0.9924242424242424,135,True,False,305.4067708333333,ok
A3_v2_daychunk,birmingham,24,y_t+60min,0.9,AgACI-style,0.8740740740740741,123.80038389538493,159.75437639629706,0.803030303030303,0.9318181818181818,135,True,False,305.4067708333333,ok
A3_v2_daychunk,birmingham,24,y_t+60min,0.9,NGBoost,0.4962962962962963,44.41486249199054,326.32765383075093,0.4166666666666667,0.5909090909090909,135,True,False,305.4067708333333,ok
A3_v2_daychunk,birmingham,24,y_t+60min,0.9,NGBoost-conformal,0.9037037037037036,141.60313618613256,177.34329442468524,0.8560606060606061,0.9696969696969696,135,True,False,305.4067708333333,ok
A3_v2_daychunk,birmingham,24,y_t+60min,0.9,ACI-crosscheck,0.8740740740740741,124.7186175471648,165.28924748410031,0.7878787878787878,0.9393939393939394,135,True,False,305.4067708333333,ok
A3_v2_daychunk,birmingham,25,y_t+60min,0.9,EnbPI,0.8148148148148148,426.7237804265259,630.1304702160313,0.7727272727272727,0.8863636363636364,135,True,False,418.6704166666668,ok
A3_v2_daychunk,birmingham,25,y_t+60min,0.9,AgACI-style,0.9037037037037036,532.4747431331251,650.1526034325541,0.8712121212121212,0.9545454545454546,135,True,False,418.6704166666668,ok
A3_v2_daychunk,birmingham,25,y_t+60min,0.9,NGBoost,0.237037037037037,94.46453778800588,1913.5082105363729,0.1742424242424242,0.303030303030303,135,True,False,418.6704166666668,ok
A3_v2_daychunk,birmingham,25,y_t+60min,0.9,NGBoost-conformal,0.8888888888888888,527.3457927754606,634.4434104956738,0.8484848484848485,0.946969696969697,135,True,False,418.6704166666668,ok
A3_v2_daychunk,birmingham,25,y_t+60min,0.9,ACI-crosscheck,0.8962962962962963,534.5425647266312,647.9501583480306,0.8560606060606061,0.946969696969697,135,True,False,418.6704166666668,ok
A3_v2_daychunk,birmingham,26,y_t+60min,0.9,EnbPI,0.7777777777777778,176.5191915437017,444.0131745061847,0.6666666666666666,0.8712121212121212,135,True,False,343.1871428571428,ok
A3_v2_daychunk,birmingham,26,y_t+60min,0.9,AgACI-style,0.8888888888888888,334.87453551848864,447.1229631780316,0.8181818181818182,0.946969696969697,135,True,False,343.1871428571428,ok
A3_v2_daychunk,birmingham,26,y_t+60min,0.9,NGBoost,0.2518518518518518,49.412746441651336,997.3077036753652,0.1590909090909091,0.3257575757575757,135,True,False,343.1871428571428,ok
A3_v2_daychunk,birmingham,26,y_t+60min,0.9,NGBoost-conformal,0.9111111111111112,318.8699578514941,422.9578781943947,0.8333333333333334,0.9696969696969696,135,True,False,343.1871428571428,ok
A3_v2_daychunk,birmingham,26,y_t+60min,0.9,ACI-crosscheck,0.8814814814814815,314.38829608786284,443.98543938592286,0.8181818181818182,0.9242424242424242,135,True,False,343.1871428571428,ok
A3_v2_daychunk,birmingham,27,y_t+60min,0.9,EnbPI,0.9333333333333332,90.05617574135346,105.7152817554418,0.8863636363636364,0.9696969696969696,135,True,False,72.11300000000006,ok
A3_v2_daychunk,birmingham,27,y_t+60min,0.9,AgACI-style,0.8962962962962963,85.85046078788062,108.67937428586818,0.8333333333333334,0.946969696969697,135,True,False,72.11300000000006,ok
A3_v2_daychunk,birmingham,27,y_t+60min,0.9,NGBoost,0.4222222222222222,32.636236920017204,243.4232186010004,0.3560606060606061,0.5227272727272727,135,True,False,72.11300000000006,ok
A3_v2_daychunk,birmingham,27,y_t+60min,0.9,NGBoost-conformal,0.8444444444444444,86.05540435177733,118.4751976355993,0.7727272727272727,0.9015151515151516,135,True,False,72.11300000000006,ok
A3_v2_daychunk,birmingham,27,y_t+60min,0.9,ACI-crosscheck,0.8962962962962963,83.00469652610761,110.44600796055794,0.8333333333333334,0.946969696969697,135,True,False,72.11300000000006,ok
A3_v2_daychunk,birmingham,28,y_t+60min,0.9,EnbPI,0.8,83.71699057098449,169.81611850646917,0.7196969696969697,0.8863636363636364,135,True,False,142.47801190476184,ok
A3_v2_daychunk,birmingham,28,y_t+60min,0.9,AgACI-style,0.8814814814814815,117.03533316245736,158.41094277325394,0.8181818181818182,0.9393939393939394,135,True,False,142.47801190476184,ok
A3_v2_daychunk,birmingham,28,y_t+60min,0.9,NGBoost,0.3111111111111111,26.47176971858209,333.191512171609,0.2424242424242424,0.4015151515151515,135,True,False,142.47801190476184,ok
A3_v2_daychunk,birmingham,28,y_t+60min,0.9,NGBoost-conformal,0.8444444444444444,92.43518153037634,154.75018561372508,0.7727272727272727,0.9242424242424242,135,True,False,142.47801190476184,ok
A3_v2_daychunk,birmingham,28,y_t+60min,0.9,ACI-crosscheck,0.8814814814814815,128.42400127197908,173.4819134893912,0.8181818181818182,0.9393939393939394,135,True,False,142.47801190476184,ok
A3_v2_daychunk,birmingham,29,y_t+60min,0.9,EnbPI,0.9111111111111112,199.82988535429084,252.1334224831789,0.8333333333333334,0.9772727272727272,135,True,False,286.58582142857153,ok
A3_v2_daychunk,birmingham,29,y_t+60min,0.9,AgACI-style,0.8888888888888888,169.08319579883846,239.63336112755684,0.8181818181818182,0.9393939393939394,135,True,False,286.58582142857153,ok
A3_v2_daychunk,birmingham,29,y_t+60min,0.9,NGBoost,0.437037037037037,70.32224167945581,372.6161088430705,0.3560606060606061,0.5454545454545454,135,True,False,286.58582142857153,ok
A3_v2_daychunk,birmingham,29,y_t+60min,0.9,NGBoost-conformal,0.9777777777777776,223.963033475078,227.5918457044625,0.9545454545454546,0.9924242424242424,135,True,False,286.58582142857153,ok
A3_v2_daychunk,birmingham,29,y_t+60min,0.9,ACI-crosscheck,0.8814814814814815,171.774127461633,230.9040256097812,0.8257575757575758,0.9242424242424242,135,True,False,286.58582142857153,ok
A3_v2_daychunk,birmingham,30,y_t+60min,0.9,EnbPI,0.7481481481481481,102.33869717768395,263.644340158411,0.6590909090909091,0.8257575757575758,135,True,False,199.21332142857148,ok
A3_v2_daychunk,birmingham,30,y_t+60min,0.9,AgACI-style,0.8962962962962963,173.02656753078347,223.03357521041195,0.8257575757575758,0.946969696969697,135,True,False,199.21332142857148,ok
A3_v2_daychunk,birmingham,30,y_t+60min,0.9,NGBoost,0.2222222222222222,25.459114011512987,560.6315538151476,0.1515151515151515,0.2954545454545454,135,True,False,199.21332142857148,ok
A3_v2_daychunk,birmingham,30,y_t+60min,0.9,NGBoost-conformal,0.9481481481481482,185.51250638158257,224.248908731364,0.8939393939393939,0.9848484848484848,135,True,False,199.21332142857148,ok
A3_v2_daychunk,birmingham,30,y_t+60min,0.9,ACI-crosscheck,0.8888888888888888,168.72996986932822,231.6571240299824,0.8181818181818182,0.946969696969697,135,True,False,199.21332142857148,ok
